📋 Showing application logs...
[33mapi-gateway-1           | 2025/11/06 13:06:37 [info] 31#31: *3 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:06:59.849+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDYwNCwiZXhwIjoxNzYyNTAxMDA0fQ.ZY7mbBsaCS6u-2p81Mjw6SP8NTWJBKBl-VQ0KA_re5E"}" event="TokenVerificationSuccess" userId="1762414601261" email="alice@paypal.com"
auth-service-1          | timestamp="2025-11-06T13:07:01.889+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ2MDYsImV4cCI6MTc2MjUwMTAwNn0.HrLCTen47JMfN-QZVCORgvHSV_V8iilYkhHmqbR2phA"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:07:01.890+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ2MDYsImV4cCI6MTc2MjUwMTAwNn0.HrLCTen47JMfN-QZVCORgvHSV_V8iilYkhHmqbR2phA"}" event="TokenVerificationSuccess" userId="1762414602440" email="bob@paypal.com"
auth-service-1          | timestamp="2025-11-06T13:11:21.752+05:30" Method="GET" URL="/health" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="HealthCheck" service="auth-service"
[33mapi-gateway-1           | 2025/11/06 13:11:21 [info] 31#31: *43 client 172.18.0.1 closed keepalive connection[0m
payment-service-1       | timestamp="2025-11-06T13:11:22.781+05:30" Method="GET" URL="/health" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="HealthCheck" service="payment-service"
[33mapi-gateway-1           | 2025/11/06 13:11:22 [info] 31#31: *45 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:23.810+05:30" Method="GET" URL="/health" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="HealthCheck" service="notification-service"
[33mapi-gateway-1           | 2025/11/06 13:11:23 [info] 31#31: *47 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:25.854+05:30" Method="POST" URL="/register" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="53" content="{"email":"alice@paypal.com","password":"password123"}" event="RegistrationAttempt" email="alice@paypal.com"
auth-service-1          | timestamp="2025-11-06T13:11:26.049+05:30" Method="POST" URL="/register" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="53" content="{"email":"alice@paypal.com","password":"password123"}" event="RegistrationSuccess" email="alice@paypal.com" userId="1762414886049"
[33mapi-gateway-1           | 2025/11/06 13:11:26 [info] 31#31: *49 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:27.083+05:30" Method="POST" URL="/register" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="51" content="{"email":"bob@paypal.com","password":"password123"}" event="RegistrationAttempt" email="bob@paypal.com"
auth-service-1          | timestamp="2025-11-06T13:11:27.244+05:30" Method="POST" URL="/register" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="51" content="{"email":"bob@paypal.com","password":"password123"}" event="RegistrationSuccess" email="bob@paypal.com" userId="1762414887244"
[33mapi-gateway-1           | 2025/11/06 13:11:27 [info] 31#31: *51 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:28.273+05:30" Method="POST" URL="/register" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="55" content="{"email":"charlie@paypal.com","password":"password123"}" event="RegistrationAttempt" email="charlie@paypal.com"
auth-service-1          | timestamp="2025-11-06T13:11:28.436+05:30" Method="POST" URL="/register" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="55" content="{"email":"charlie@paypal.com","password":"password123"}" event="RegistrationSuccess" email="charlie@paypal.com" userId="1762414888436"
[33mapi-gateway-1           | 2025/11/06 13:11:28 [info] 31#31: *53 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-11-06T13:11:29.478+05:30" Method="POST" URL="/login" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="53" content="{"email":"alice@paypal.com","password":"password123"}" event="Normal"
auth-service-1          | timestamp="2025-11-06T13:11:29.633+05:30" Method="POST" URL="/login" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="53" content="{"email":"alice@paypal.com","password":"password123"}" event="LoginSuccess" email="alice@paypal.com" userId="1762414601261"
[33mapi-gateway-1           | 2025/11/06 13:11:29 [info] 31#31: *55 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:29.682+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:29.683+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationSuccess" userId="1762414601261" email="alice@paypal.com"
[33mapi-gateway-1           | 2025/11/06 13:11:29 [info] 31#31: *57 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-11-06T13:11:30.716+05:30" Method="POST" URL="/login" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="51" content="{"email":"bob@paypal.com","password":"password123"}" event="Normal"
auth-service-1          | timestamp="2025-11-06T13:11:30.948+05:30" Method="POST" URL="/login" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="51" content="{"email":"bob@paypal.com","password":"password123"}" event="LoginSuccess" email="bob@paypal.com" userId="1762414602440"
[33mapi-gateway-1           | 2025/11/06 13:11:30 [info] 31#31: *59 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:31.006+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:31.008+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationSuccess" userId="1762414602440" email="bob@paypal.com"
[33mapi-gateway-1           | 2025/11/06 13:11:31 [info] 31#31: *61 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-11-06T13:11:32.046+05:30" Method="POST" URL="/login" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="55" content="{"email":"charlie@paypal.com","password":"password123"}" event="Normal"
auth-service-1          | timestamp="2025-11-06T13:11:32.298+05:30" Method="POST" URL="/login" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="55" content="{"email":"charlie@paypal.com","password":"password123"}" event="LoginSuccess" email="charlie@paypal.com" userId="1762414603673"
[33mapi-gateway-1           | 2025/11/06 13:11:32 [info] 31#31: *63 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:32.362+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:32.363+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationSuccess" userId="1762414603673" email="charlie@paypal.com"
[33mapi-gateway-1           | 2025/11/06 13:11:32 [info] 31#31: *65 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:33.417+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:33.418+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationSuccess" userId="1762414601261" email="alice@paypal.com"
[33mapi-gateway-1           | 2025/11/06 13:11:33 [info] 31#31: *67 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:34.456+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:34.457+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationSuccess" userId="1762414602440" email="bob@paypal.com"
[33mapi-gateway-1           | 2025/11/06 13:11:34 [info] 31#31: *69 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:35.493+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:35.495+05:30" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="0" content="{}" event="TokenVerificationSuccess" userId="1762414603673" email="charlie@paypal.com"
[33mapi-gateway-1           | 2025/11/06 13:11:35 [info] 31#31: *71 client 172.18.0.1 closed keepalive connection[0m
payment-service-1       | timestamp="2025-11-06T13:11:36.541+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:36.548+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDg4OSwiZXhwIjoxNzYyNTAxMjg5fQ.qVuFtZoUVkKgH34jhZEdCx8BeZ6yfwMqy9VG_p5DLw0"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:36.549+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDg4OSwiZXhwIjoxNzYyNTAxMjg5fQ.qVuFtZoUVkKgH34jhZEdCx8BeZ6yfwMqy9VG_p5DLw0"}" event="TokenVerificationSuccess" userId="1762414601261" email="alice@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:36.551+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="AuthenticationSuccess" userId="1762414601261" email="alice@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:36.552+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="PaymentProcessingAttempt" userId="1762414601261" email="alice@paypal.com" amount="50" recipient="john@example.com"
payment-service-1       | timestamp="2025-11-06T13:11:36.554+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="PaymentProcessingSuccess" paymentId="1762414896552" userId="1762414601261" amount="50"
[33mapi-gateway-1           | 2025/11/06 13:11:36 [info] 31#31: *73 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:36.559+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="144" content="{"userId":1762414601261,"email":"alice@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $50 to john@example.com was successful."}" event="NotificationReceived" userId="1762414601261" email="alice@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:36.560+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="144" content="{"userId":1762414601261,"email":"alice@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $50 to john@example.com was successful."}" event="NotificationStored" notificationId="e261b66c-fa2a-4c43-8d44-b7c7d5abefa7" userId="1762414601261"
payment-service-1       | timestamp="2025-11-06T13:11:38.588+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:38.592+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDg4OSwiZXhwIjoxNzYyNTAxMjg5fQ.qVuFtZoUVkKgH34jhZEdCx8BeZ6yfwMqy9VG_p5DLw0"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:38.593+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDg4OSwiZXhwIjoxNzYyNTAxMjg5fQ.qVuFtZoUVkKgH34jhZEdCx8BeZ6yfwMqy9VG_p5DLw0"}" event="TokenVerificationSuccess" userId="1762414601261" email="alice@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:38.595+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="AuthenticationSuccess" userId="1762414601261" email="alice@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:38.595+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="PaymentProcessingAttempt" userId="1762414601261" email="alice@paypal.com" amount="150.75" recipient="sarah@store.com"
payment-service-1       | timestamp="2025-11-06T13:11:38.599+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="PaymentProcessingSuccess" paymentId="1762414898596" userId="1762414601261" amount="150.75"
[33mapi-gateway-1           | 2025/11/06 13:11:38 [info] 31#31: *75 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:38.604+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="147" content="{"userId":1762414601261,"email":"alice@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $150.75 to sarah@store.com was successful."}" event="NotificationReceived" userId="1762414601261" email="alice@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:38.604+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="147" content="{"userId":1762414601261,"email":"alice@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $150.75 to sarah@store.com was successful."}" event="NotificationStored" notificationId="6298fac9-26fa-4817-8104-ea33f16bb8dc" userId="1762414601261"
payment-service-1       | timestamp="2025-11-06T13:11:40.631+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="77" content="{"amount":25.5,"recipient":"mike@restaurant.com","description":"Lunch bill"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:40.636+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDg4OSwiZXhwIjoxNzYyNTAxMjg5fQ.qVuFtZoUVkKgH34jhZEdCx8BeZ6yfwMqy9VG_p5DLw0"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:40.637+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDg4OSwiZXhwIjoxNzYyNTAxMjg5fQ.qVuFtZoUVkKgH34jhZEdCx8BeZ6yfwMqy9VG_p5DLw0"}" event="TokenVerificationSuccess" userId="1762414601261" email="alice@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:40.639+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="77" content="{"amount":25.5,"recipient":"mike@restaurant.com","description":"Lunch bill"}" event="AuthenticationSuccess" userId="1762414601261" email="alice@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:40.639+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="77" content="{"amount":25.5,"recipient":"mike@restaurant.com","description":"Lunch bill"}" event="PaymentProcessingAttempt" userId="1762414601261" email="alice@paypal.com" amount="25.5" recipient="mike@restaurant.com"
payment-service-1       | timestamp="2025-11-06T13:11:40.641+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="77" content="{"amount":25.5,"recipient":"mike@restaurant.com","description":"Lunch bill"}" event="PaymentProcessingSuccess" paymentId="1762414900639" userId="1762414601261" amount="25.5"
[33mapi-gateway-1           | 2025/11/06 13:11:40 [info] 31#31: *77 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:40.645+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="149" content="{"userId":1762414601261,"email":"alice@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $25.5 to mike@restaurant.com was successful."}" event="NotificationReceived" userId="1762414601261" email="alice@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:40.645+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="149" content="{"userId":1762414601261,"email":"alice@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $25.5 to mike@restaurant.com was successful."}" event="NotificationStored" notificationId="3d4dd09f-f9f8-41f8-9332-f5e8c637800c" userId="1762414601261"
payment-service-1       | timestamp="2025-11-06T13:11:42.676+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" event="AuthenticationAttempt" hasToken="true"
